account,slot,name,filter,error,odds_band,plbf,bets,sys_key,fingerprint
noggin3,27,SS AW JockClaim v LTO 3.01 - 99.00,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1100 and 2750 AND catruns NOT BETWEEN 1 and 8 AND horseyearwins  BETWEEN 0 and 3 AND lastrun  BETWEEN 1 and 20 AND lasttoslast  BETWEEN 16 and 90 AND nh_flat_aw_id  IN ( 3 ) AND headgear  IN ( 2,22,23 ) AND jockeys_claim  IN ( 3,5,7 ) AND d2jockeys_claim  IN ( 0,2 ) AND careerruns>0 AND careerruns>1 AND dateyears >=2003",,3.01 - 99,70.51,648.0,noggin3:27,"(frozenset({'careerruns>1', 'yards BETWEEN 1100 and 2750', 'horseyearwins BETWEEN 0 and 3', 'TEST PASSED LEGALLY1', 'lasttoslast BETWEEN 16 and 90', 'nh_flat_aw_id IN (3)', 'headgear IN (2,22,23)', 'jockeys_claim IN (3,5,7)', 'careerruns>0', 'lastrun BETWEEN 1 and 20', 'catruns NOT BETWEEN 1 and 8', 'd2jockeys_claim IN (0,2)'}), '3.01 - 99')"
noggin3,28,UK TURF VISOR 30.01 - 65.00,"TEST PASSED LEGALLY1 AND yards NOT BETWEEN 2420 and 2970 AND hgruns NOT BETWEEN 2 and 3 AND careerwins  BETWEEN 0 and 11 AND totaldistbt  BETWEEN 3.05 and 2000 AND country_id = 1 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry  IN ( 1,2 ) AND headgear  IN ( 3 ) AND bestplace3 NOT IN ( 1 ) AND bestplace10  IN ( 1,2,3,4 ) AND careerruns>0 AND careerruns>0 AND dateyears >=2003",,30.01 - 65,376.92,432.0,noggin3:28,"(frozenset({'bestplace10 IN (1,2,3,4)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'totaldistbt BETWEEN 3.05 and 2000', 'hgruns NOT BETWEEN 2 and 3', 'country_id = 1', 'horsecountry IN (1,2)', 'yards NOT BETWEEN 2420 and 2970', 'bestplace3 NOT IN (1)', 'careerruns>0', 'careerwins BETWEEN 0 and 11', 'headgear IN (3)'}), '30.01 - 65')"
noggin3,29,UK TURF HOOD 9.01 - 65.00,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 2 and 5 AND horseyearrides  BETWEEN 0 and 4 AND hgruns = 0 AND country_id = 1 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry  IN ( 1,2 ) AND r2nh_flat_aw_id  IN ( 3 ) AND headgearlr  IN ( 23 ) AND d2jockeys_claim  IN ( 0,3 ) AND careerruns>0 AND dateyears >=2003",,9.01 - 65,86.79,403.0,noggin3:29,"(frozenset({'d2jockeys_claim IN (0,3)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'country_id = 1', 'horsecountry IN (1,2)', 'r2nh_flat_aw_id IN (3)', 'careerruns>0', 'horse_age BETWEEN 2 and 5', 'headgearlr IN (23)', 'hgruns = 0', 'tonguetie = 0', 'horseyearrides BETWEEN 0 and 4'}), '9.01 - 65')"
noggin3,30,YORK MAY MEETING,"TEST PASSED LEGALLY1 AND seasonalruns  BETWEEN 0 and 1 AND festival_id  IN ( 68 ) AND horsecountry  IN ( 1,2 ) AND bestplace10  IN ( 1,0 ) AND trainer_id  IN ( 918,4721,2913,4826,5187,72,249,1389,405,1330,4902,350,82,184,1313 ) AND dateyears >=2003",,none,27.87,164.0,noggin3:30,"(frozenset({'horsecountry IN (1,2)', 'bestplace10 IN (1,0)', 'festival_id IN (68)', 'TEST PASSED LEGALLY1', 'seasonalruns BETWEEN 0 and 1', 'trainer_id IN (918,4721,2913,4826,5187,72,249,1389,405,1330,4902,350,82,184,1313)'}), 'none')"
noggin3,31,TURF STRAIGHTS GB WEEK 16 - 24    9.01 - 1000.00,"TEST PASSED LEGALLY1 AND dateweek  BETWEEN 16 and 24 AND horse_age  BETWEEN 2 and 7 AND lastrun NOT BETWEEN 31 and 150 AND country_id = 1 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2,3 ) AND track_id  IN ( 2,3,10,12,14,19,23,30,32,33,49,52,54,56,61,62,65,85,86 ) AND trackdirection  IN ( 3 ) AND horsecountry  IN ( 1 ) AND headgear  IN ( 2,3,4,22,23 ) AND careerruns>0 AND dateyears >=2003",,9.01 - 1000,94.42,1956.0,noggin3:31,"(frozenset({'dateweek BETWEEN 16 and 24', 'lastrun NOT BETWEEN 31 and 150', 'horsecountry IN (1)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2,3)', 'country_id = 1', 'track_id IN (2,3,10,12,14,19,23,30,32,33,49,52,54,56,61,62,65,85,86)', 'horse_age BETWEEN 2 and 7', 'trackdirection IN (3)', 'careerruns>0', 'headgear IN (2,3,4,22,23)', 'tonguetie = 0'}), '9.01 - 1000')"
noggin3,32,SS Hamil Sprints 4YO,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1100 and 1320 AND horse_age = 4 AND careerwins  BETWEEN 0 and 2 AND tonguetie = 0 AND track_id  IN ( 32 ) AND horsecountry  IN ( 1 ) AND d2jockeys_claim  IN ( 0,1,5,6,7,8,9,10 ) AND careerruns>0 AND dateyears >=2003",,none,-9.37,88.0,noggin3:32,"(frozenset({'horsecountry IN (1)', 'TEST PASSED LEGALLY1', 'd2jockeys_claim IN (0,1,5,6,7,8,9,10)', 'horse_age = 4', 'careerwins BETWEEN 0 and 2', 'track_id IN (32)', 'yards BETWEEN 1100 and 1320', 'careerruns>0', 'tonguetie = 0'}), 'none')"
noggin3,33,SS TURF 6YOs ,"TEST PASSED LEGALLY1 AND dateweek  BETWEEN 18 and 21 AND horse_age = 6 AND totaldistbt  BETWEEN 5.05 and 2000 AND nh_flat_aw_id  IN ( 2 ) AND longlistracecat  IN ( 27 ) AND datemonthofyear  IN ( 4,5 ) AND horsecountry  IN ( 1,2 ) AND distancemove NOT IN ( 110,220,330,440,550,660,770 ) AND careerruns>0 AND careerruns>0 AND dateyears >=2003",,none,270.7,649.0,noggin3:33,"(frozenset({'longlistracecat IN (27)', 'TEST PASSED LEGALLY1', 'totaldistbt BETWEEN 5.05 and 2000', 'nh_flat_aw_id IN (2)', 'distancemove NOT IN (110,220,330,440,550,660,770)', 'horsecountry IN (1,2)', 'datemonthofyear IN (4,5)', 'careerruns>0', 'horse_age = 6', 'dateweek BETWEEN 18 and 21'}), 'none')"
noggin3,37,SS AW RH STR HDGRdiff 6F 7F 8.01-300.00,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1320 and 1540 AND lastrun  BETWEEN 11 and 25 AND nh_flat_aw_id  IN ( 3 ) AND trackdirection  IN ( 2,3 ) AND headgear  IN ( 1,2,3,22,23 ) AND careerruns>0 AND headgear <> headgearlr AND dateyears >=2003",,8.01 - 300,18.15,74.0,noggin3:37,"(frozenset({'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (3)', 'yards BETWEEN 1320 and 1540', 'lastrun BETWEEN 11 and 25', 'headgear IN (1,2,3,22,23)', 'trackdirection IN (2,3)', 'careerruns>0'}), '8.01 - 300')"
noggin3,38,CHEP 2021 STRAIGHTS 6YO 7YO 2021,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 6 and 7 AND r2number_of_runners NOT BETWEEN 4 and 6 AND nh_flat_aw_id  IN ( 2 ) AND track_id  IN ( 14 ) AND trackdirection  IN ( 3 ) AND distancemove NOT IN ( 110,220,330,440,660,770,880,990,1100 ) AND d2jockeys_claim  IN ( 0,1,2,3,4,5,6 ) AND careerruns>0 AND dateyears >=2003",,none,153.69,340.0,noggin3:38,"(frozenset({'r2number_of_runners NOT BETWEEN 4 and 6', 'd2jockeys_claim IN (0,1,2,3,4,5,6)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'horse_age BETWEEN 6 and 7', 'track_id IN (14)', 'trackdirection IN (3)', 'careerruns>0', 'distancemove NOT IN (110,220,330,440,660,770,880,990,1100)'}), 'none')"
noggin3,39,SS TURF 5YOs FTO,"TEST PASSED LEGALLY1 AND horse_age = 5 AND horseyearrides  BETWEEN 0 and 9 AND seasonalruns = 0 AND horseyearwins  BETWEEN 0 and 2 AND nh_flat_aw_id  IN ( 2 ) AND longlistracecat  IN ( 27 ) AND datemonthofyear  IN ( 3,4 ) AND horsecountry  IN ( 1 ) AND dateyears >=2003",,none,26.95,275.0,noggin3:39,"(frozenset({'longlistracecat IN (27)', 'horsecountry IN (1)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'horseyearwins BETWEEN 0 and 2', 'datemonthofyear IN (3,4)', 'horseyearrides BETWEEN 0 and 9', 'seasonalruns = 0', 'horse_age = 5'}), 'none')"
noggin3,40,40 IMPROVER,"TEST PASSED LEGALLY1 AND horse_age NOT BETWEEN 4 and 5 AND lasttoslast  BETWEEN 21 and 30 AND slasttotlast  BETWEEN 121 and 241 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2 ) AND d2placing  IN ( 1,2,3 ) AND d3placing  IN ( 8,9,10,11,12,13 ) AND careerruns>1 AND careerruns>2 AND dateyears >=2003",,none,40.41,285.0,noggin3:40,"(frozenset({'d3placing IN (8,9,10,11,12,13)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'careerruns>2', 'd2placing IN (1,2,3)', 'slasttotlast BETWEEN 121 and 241', 'tonguetie = 0', 'lasttoslast BETWEEN 21 and 30', 'horse_age NOT BETWEEN 4 and 5', 'careerruns>1'}), 'none')"
noggin3,41,SS 8YO FTO TURF SEASON,"TEST PASSED LEGALLY1 AND dateweek  BETWEEN 13 and 30 AND horse_age = 8 AND horse90dayrides  BETWEEN 0 and 2 AND distanceruns  BETWEEN 0 and 26 AND seasonalruns = 0 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry  IN ( 1,2,4 ) AND bestplace3  IN ( 3,4,5,6,7 ) AND bestplace10  IN ( 2,3,4 ) AND distancemove NOT IN ( -3410,-2750,-2640,-2530,-2420,-2310,-2200,-1980,-1870,-1760,-1650,-1540,-1430,-1320,-1210,-1100 ) AND jockeys_claim  IN ( 0,2,3,4,5 ) AND careerruns>0 AND dateyears >=2003",,none,4.06,68.0,noggin3:41,"(frozenset({'dateweek BETWEEN 13 and 30', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'distanceruns BETWEEN 0 and 26', 'bestplace10 IN (2,3,4)', 'bestplace3 IN (3,4,5,6,7)', 'horse90dayrides BETWEEN 0 and 2', 'seasonalruns = 0', 'jockeys_claim IN (0,2,3,4,5)', 'horse_age = 8', 'careerruns>0', 'distancemove NOT IN (-3410,-2750,-2640,-2530,-2420,-2310,-2200,-1980,-1870,-1760,-1650,-1540,-1430,-1320,-1210,-1100)', 'tonguetie = 0', 'horsecountry IN (1,2,4)'}), 'none')"
noggin3,42,4YO 7F TURF,"TEST PASSED LEGALLY1 AND yards = 1540 AND number_of_runners NOT BETWEEN 4 and 9 AND horse_age = 4 AND careerruns NOT BETWEEN 1 and 6 AND trainerhorseruns  BETWEEN 1 and 18 AND catwins  BETWEEN 0 and 3 AND lastrun  BETWEEN 16 and 45 AND rt1_id = 1 AND horsesex = 1 AND tonguetie = 0 AND r2rt1_id = 1 AND nh_flat_aw_id  IN ( 2 ) AND classincirish  IN ( 2,3,4,5 ) AND classmove  IN ( 0 ) AND careerruns>0 AND dateyears >=2003",,none,-21.18,310.0,noggin3:42,"(frozenset({'catwins BETWEEN 0 and 3', 'nh_flat_aw_id IN (2)', 'trainerhorseruns BETWEEN 1 and 18', 'horse_age = 4', 'careerruns NOT BETWEEN 1 and 6', 'number_of_runners NOT BETWEEN 4 and 9', 'careerruns>0', 'rt1_id = 1', 'TEST PASSED LEGALLY1', 'classincirish IN (2,3,4,5)', 'r2rt1_id = 1', 'classmove IN (0)', 'lastrun BETWEEN 16 and 45', 'horsesex = 1', 'tonguetie = 0', 'yards = 1540'}), 'none')"
noggin3,43,SS 3YO Gelding 11-14 DSLR,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1320 and 1980 AND horse_age = 3 AND horse90dayrides = 2 AND lastrun  BETWEEN 11 and 14 AND nh_flat_aw_id  IN ( 2 ) AND class_id  IN ( 2,3,4,5 ) AND horsecountry  IN ( 1 ) AND detailedsex  IN ( 3 ) AND jockeys_claim  IN ( 0 ) AND r2trackdirection  IN ( 1,2 ) AND careerruns>0 AND country_id=1 AND race_date>='2011-12-28' AND dateyears >=2003",,none,-28.14,35.0,noggin3:43,"(frozenset({'horsecountry IN (1)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'horse_age = 3', 'lastrun BETWEEN 11 and 14', 'country_id=1', 'jockeys_claim IN (0)', 'detailedsex IN (3)', 'horse90dayrides = 2', 'class_id IN (2,3,4,5)', 'careerruns>0', 'yards BETWEEN 1320 and 1980', 'r2trackdirection IN (1,2)', ""race_date>='2011-12-28'""}), 'none')"
noggin3,45,SS 7YO 1 RUN SEASON 1m - 2m4f,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1760 and 4620 AND dateweek  BETWEEN 16 and 30 AND horse_age = 7 AND seasonalruns = 1 AND hgruns  BETWEEN 0 and 36 AND lastrun NOT BETWEEN 10 and 15 AND country_id = 1 AND rt1_id = 1 AND tonguetie = 0 AND r2rt1_id = 1 AND nh_flat_aw_id  IN ( 2 ) AND headgear NOT IN ( 4 ) AND bestplace10  IN ( 1,2 ) AND careerruns>0 AND dateyears >=2003",,none,13.24,210.0,noggin3:45,"(frozenset({'dateweek BETWEEN 16 and 30', 'TEST PASSED LEGALLY1', 'headgear NOT IN (4)', 'nh_flat_aw_id IN (2)', 'horse_age = 7', 'r2rt1_id = 1', 'hgruns BETWEEN 0 and 36', 'country_id = 1', 'seasonalruns = 1', 'yards BETWEEN 1760 and 4620', 'bestplace10 IN (1,2)', 'tonguetie = 0', 'careerruns>0', 'rt1_id = 1', 'lastrun NOT BETWEEN 10 and 15'}), 'none')"
noggin3,47,SS OmearaD HDGRdiff ALL BSPs,"TEST PASSED LEGALLY1 AND yards NOT BETWEEN 1980 and 2750 AND horse_age  BETWEEN 5 and 7 AND nh_flat_aw_id  IN ( 2 ) AND horsecountry  IN ( 1,2 ) AND headgear NOT IN ( 2 ) AND trainer_id  IN ( 4721 ) AND headgear <> headgearlr AND dateyears >=2003",,none,-22.39,32.0,noggin3:47,"(frozenset({'horse_age BETWEEN 5 and 7', 'headgear <> headgearlr', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'headgear NOT IN (2)', 'yards NOT BETWEEN 1980 and 2750', 'horsecountry IN (1,2)', 'trainer_id IN (4721)'}), 'none')"
noggin3,48,ss 351 D SOF Mv1,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 6 and 7 AND pounds  BETWEEN 103 and 135 AND catruns  BETWEEN 3 and 36 AND country_id = 1 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2 ) AND class_id  IN (6) AND longlistracecat NOT IN (10,13) AND datemonthofyear  IN (3,4,5,6,7,8,9) AND horsecountry  IN (1,2) AND distancemove  IN ( -770,-660,-550,-440,-330,-220,-110,0,110,220,330,440,550,660,770 ) AND r2trackdirection  IN ( 1,2,8 ) AND careerruns>0 AND country_id=1 AND dateyears >=2003",,none,,,noggin3:48,"(frozenset({'catruns BETWEEN 3 and 36', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'distancemove IN (-770,-660,-550,-440,-330,-220,-110,0,110,220,330,440,550,660,770)', 'horse_age BETWEEN 6 and 7', 'longlistracecat NOT IN (10,13)', 'country_id=1', 'country_id = 1', 'horsecountry IN (1,2)', 'pounds BETWEEN 103 and 135', 'class_id IN (6)', 'datemonthofyear IN (3,4,5,6,7,8,9)', 'careerruns>0', 'r2trackdirection IN (1,2,8)', 'tonguetie = 0'}), 'none')"
noggin3,49,4YO STRAIGHTS 12.01 - 1000.00,"TEST PASSED LEGALLY1 AND horse_age = 4 AND careerruns  BETWEEN 0 and 18 AND trackdirection  IN ( 3 ) AND bestplace10  IN ( 1,2,3,4,5,6,7,8,0 ) AND classmove  IN ( -1,0,1,2,3 ) AND r2trackdirection  IN ( 1,2,3 ) AND careerruns>0 AND dateyears >=2003",,12.01 - 1000,2508.44,5110.0,noggin3:49,"(frozenset({'TEST PASSED LEGALLY1', 'classmove IN (-1,0,1,2,3)', 'horse_age = 4', 'r2trackdirection IN (1,2,3)', 'bestplace10 IN (1,2,3,4,5,6,7,8,0)', 'trackdirection IN (3)', 'careerruns>0', 'careerruns BETWEEN 0 and 18'}), '12.01 - 1000')"
noggin3,50,NH NEW TRAINER 18.00-150.00,"TEST PASSED LEGALLY1 AND number_of_runners  BETWEEN 6 and 40 AND horse_age  BETWEEN 3 and 9 AND careerruns  BETWEEN 1 and 38 AND distanceruns  BETWEEN 0 and 3 AND trainerhorseruns  BETWEEN 0 and 8 AND r2number_of_runners  BETWEEN 9 and 40 AND lastrun  BETWEEN 26 and 240 AND horsesex = 1 AND nh_flat_aw_id  IN ( 1 ) AND datemonthofyear  IN ( 1,2,3,4,5,6,7,10,11,12 ) AND bestplace3  IN ( 1,2,3,4,5,6,7,8,9,10,11,12,13,14,100 ) AND bestplace10  IN ( 1,2,3,4,5,6,7,8,9,10,11,12,13 ) AND careerruns>0 AND dateyears >=2003",,18 - 150,131.59,1197.0,noggin3:50,"(frozenset({'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'horsesex = 1', 'bestplace10 IN (1,2,3,4,5,6,7,8,9,10,11,12,13)', 'datemonthofyear IN (1,2,3,4,5,6,7,10,11,12)', 'careerruns>0', 'careerruns BETWEEN 1 and 38', 'horse_age BETWEEN 3 and 9', 'number_of_runners BETWEEN 6 and 40', 'distanceruns BETWEEN 0 and 3', 'trainerhorseruns BETWEEN 0 and 8', 'r2number_of_runners BETWEEN 9 and 40', 'bestplace3 IN (1,2,3,4,5,6,7,8,9,10,11,12,13,14,100)', 'lastrun BETWEEN 26 and 240'}), '18 - 150')"
noggin3,51,351 D SOF M,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 6 and 7 AND pounds  BETWEEN 103 and 135 AND careerruns  BETWEEN 6 and 70 AND catruns  BETWEEN 0 and 30 AND country_id = 1 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2 ) AND class_id  IN ( 3,4,5,6,7 ) AND longlistracecat NOT IN ( 10,13 ) AND horsecountry NOT IN ( 3 ) AND distancemove  IN ( -770,-660,-550,-440,-330,-220,-110,0,110,220,330,440,550,660,770 ) AND r2nh_flat_aw_id  IN ( 2,3 ) AND r2trackdirection  IN ( 1,2,8 ) AND careerruns>0 AND country_id=1 AND dateyears >=2003",,none,380.26,11289.0,noggin3:51,"(frozenset({'careerruns BETWEEN 6 and 70', 'nh_flat_aw_id IN (2)', 'catruns BETWEEN 0 and 30', 'country_id = 1', 'pounds BETWEEN 103 and 135', 'class_id IN (3,4,5,6,7)', 'careerruns>0', 'horsecountry NOT IN (3)', 'TEST PASSED LEGALLY1', 'horse_age BETWEEN 6 and 7', 'longlistracecat NOT IN (10,13)', 'country_id=1', 'r2nh_flat_aw_id IN (2,3)', 'tonguetie = 0', 'r2trackdirection IN (1,2,8)', 'distancemove IN (-770,-660,-550,-440,-330,-220,-110,0,110,220,330,440,550,660,770)'}), 'none')"
noggin3,52,CHELT FEST IRISH 3-4runTR,"TEST PASSED LEGALLY1 AND careerruns  BETWEEN 4 and 220 AND trainerhorseruns = 3 AND festival_id  IN (1) AND trainerlocation  IN (11,12,13) AND race_date>='2012-7-1' AND dateyears >=2003",,none,-3.0,3.0,noggin3:52,"(frozenset({'trainerlocation IN (11,12,13)', ""race_date>='2012-7-1'"", 'TEST PASSED LEGALLY1', 'trainerhorseruns = 3', 'careerruns BETWEEN 4 and 220', 'festival_id IN (1)'}), 'none')"
noggin3,53,53 6YO-7YO LL 5F 5.5F,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1100 and 1210 AND number_of_runners  BETWEEN 8 and 40 AND horse_age  BETWEEN 6 and 7 AND lastrun  BETWEEN 50 and 750 AND country_id = 1 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2 ) AND headgear NOT IN ( 2 ) AND bestplace5  IN ( 1,2,3,4,5,6 ) AND bestplace10  IN ( 1,2,3,4 ) AND classmove  IN ( -4,-3,-2,-1,0,1 ) AND d2placing  IN ( 1,2,3,4,5,6,7,8,9,10,11,12 ) AND careerruns>0 AND dateyears >=2003",,none,1.45,467.0,noggin3:53,"(frozenset({'bestplace5 IN (1,2,3,4,5,6)', 'number_of_runners BETWEEN 8 and 40', 'bestplace10 IN (1,2,3,4)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'd2placing IN (1,2,3,4,5,6,7,8,9,10,11,12)', 'horse_age BETWEEN 6 and 7', 'headgear NOT IN (2)', 'classmove IN (-4,-3,-2,-1,0,1)', 'country_id = 1', 'lastrun BETWEEN 50 and 750', 'yards BETWEEN 1100 and 1210', 'careerruns>0', 'tonguetie = 0'}), 'none')"
noggin3,54,4YO STR 0runsTR 1plusCAREER,TEST PASSED LEGALLY1 AND horse_age = 4 AND careerruns  BETWEEN 1 and 100 AND trainerhorseruns = 0 AND trackdirection  IN (3) AND dateyears >=2003,,none,-44.0,44.0,noggin3:54,"(frozenset({'TEST PASSED LEGALLY1', 'trackdirection IN (3)', 'trainerhorseruns = 0', 'careerruns BETWEEN 1 and 100', 'horse_age = 4'}), 'none')"
noggin3,55,355 7YO M,"TEST PASSED LEGALLY1 AND horse_age = 7 AND lastrun NOT BETWEEN 1 and 37 AND totaldistbt NOT BETWEEN 0 and 3 AND country_id = 1 AND longlistracecat  IN ( 1,27 ) AND r2trackdirection  IN ( 1,2,8 ) AND d2fav_j_fav  IN ( 0 ) AND careerruns>0 AND careerruns>0 AND dateyears >=2003",,none,406.31,2152.0,noggin3:55,"(frozenset({'TEST PASSED LEGALLY1', 'lastrun NOT BETWEEN 1 and 37', 'longlistracecat IN (1,27)', 'horse_age = 7', 'd2fav_j_fav IN (0)', 'country_id = 1', 'totaldistbt NOT BETWEEN 0 and 3', 'careerruns>0', 'r2trackdirection IN (1,2,8)'}), 'none')"
noggin3,56,Maidens 1 run,"TEST PASSED LEGALLY1 AND yards <> 1100 AND horse_age = 2 AND careerruns = 1 AND lastrun  BETWEEN 76 and 240 AND tonguetie = 0 AND longlistracecat  IN ( 13,21 ) AND headgear  IN ( 4,23 ) AND classmove  IN ( -5,-4,-3,-2,-1,0 ) AND r2nh_flat_aw_id  IN ( 2 ) AND d2placing  IN ( 2,3,4,5,6,7,8,9,10,11,12,13 ) AND careerruns>0 AND dateyears >=2003",,none,70.29,489.0,noggin3:56,"(frozenset({'yards <> 1100', 'TEST PASSED LEGALLY1', 'careerruns = 1', 'lastrun BETWEEN 76 and 240', 'longlistracecat IN (13,21)', 'classmove IN (-5,-4,-3,-2,-1,0)', 'horse_age = 2', 'r2nh_flat_aw_id IN (2)', 'headgear IN (4,23)', 'd2placing IN (2,3,4,5,6,7,8,9,10,11,12,13)', 'careerruns>0', 'tonguetie = 0'}), 'none')"
noggin3,57,SS AW SATURDAY AW LONGEST DSLR ALL BSPs,TEST PASSED LEGALLY1 AND lastrun  BETWEEN 26 and 1460 AND totaldistbt NOT BETWEEN 10.05 and 30 AND nh_flat_aw_id  IN (3) AND trackdirection  IN (1) AND datedayofweek  IN (7) AND headgear  IN (23) AND posdayssincerun  IN (22) AND careerruns>0 AND careerruns>0 AND dateyears >=2003,,none,-10.0,39.0,noggin3:57,"(frozenset({'posdayssincerun IN (22)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (3)', 'lastrun BETWEEN 26 and 1460', 'datedayofweek IN (7)', 'headgear IN (23)', 'trackdirection IN (1)', 'totaldistbt NOT BETWEEN 10.05 and 30', 'careerruns>0'}), 'none')"
noggin3,58,NEW TRAINER 2.01-30.00,TEST PASSED LEGALLY1 AND careerruns  BETWEEN 1 and 220 AND lastrun  BETWEEN 1 and 120 AND careerruns>0 AND trainer_id <> d2trainer_id AND dateyears >=2003,,2.01 - 30,130.0,1501.0,noggin3:58,"(frozenset({'lastrun BETWEEN 1 and 120', 'TEST PASSED LEGALLY1', 'trainer_id <> d2trainer_id', 'careerruns>0', 'careerruns BETWEEN 1 and 220'}), '2.01 - 30')"
noggin3,59,7YO 8YO 46+ DSLWR,"TEST PASSED LEGALLY1 AND yards  BETWEEN 1100 and 1650 AND number_of_runners  BETWEEN 7 and 17 AND horse_age  BETWEEN 7 and 8 AND totaldistbt NOT BETWEEN 0 and 4 AND wlastrun NOT BETWEEN 1 and 45 AND country_id = 1 AND nh_flat_aw_id  IN ( 2 ) AND class_id  IN ( 4,5,6 ) AND distancemove  IN ( -1980,-1870,-1760,-1320,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220,-110 ) AND careerruns>0 AND careerwins>0 AND country_id=1 AND careerruns>0 AND dateyears >=2003",,none,129.53,961.0,noggin3:59,"(frozenset({'TEST PASSED LEGALLY1', 'distancemove IN (-1980,-1870,-1760,-1320,-1210,-1100,-990,-880,-770,-660,-550,-440,-330,-220,-110)', 'nh_flat_aw_id IN (2)', 'wlastrun NOT BETWEEN 1 and 45', 'yards BETWEEN 1100 and 1650', 'number_of_runners BETWEEN 7 and 17', 'careerwins>0', 'country_id=1', 'country_id = 1', 'totaldistbt NOT BETWEEN 0 and 4', 'careerruns>0', 'horse_age BETWEEN 7 and 8', 'class_id IN (4,5,6)'}), 'none')"
noggin3,60,STRs 10 DSLR or less,"TEST PASSED LEGALLY1 AND horse_age  BETWEEN 4 and 8 AND lastrun  BETWEEN 1 and 10 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 2 ) AND trackdirection  IN ( 3 ) AND classincirish  IN ( 3,4,5,6 ) AND careerruns>0 AND dateyears >=2003",,none,1115.77,2405.0,noggin3:60,"(frozenset({'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (2)', 'trackdirection IN (3)', 'classincirish IN (3,4,5,6)', 'lastrun BETWEEN 1 and 10', 'careerruns>0', 'tonguetie = 0', 'horse_age BETWEEN 4 and 8'}), 'none')"
noggin3,61,Jock Claim 7lbs-10lbs v LTO,"TEST PASSED LEGALLY1 AND careerruns  BETWEEN 2 and 34 AND catruns NOT BETWEEN 5 and 7 AND tonguetie = 0 AND nh_flat_aw_id  IN ( 1 ) AND classincirish  IN ( 5,6 ) AND datemonthofyear  IN ( 1,2,3,4,5,6,7,11,12 ) AND horsecountry  IN ( 1,2 ) AND bestplace5 NOT IN ( 1 ) AND jockeys_claim  IN ( 7,8,10 ) AND r2nh_flat_aw_id  IN ( 1,3 ) AND d2jockeys_claim  IN ( 0 ) AND careerruns>0 AND dateyears >=2003",,none,-139.94,815.0,noggin3:61,"(frozenset({'classincirish IN (5,6)', 'r2nh_flat_aw_id IN (1,3)', 'TEST PASSED LEGALLY1', 'nh_flat_aw_id IN (1)', 'careerruns BETWEEN 2 and 34', 'bestplace5 NOT IN (1)', 'datemonthofyear IN (1,2,3,4,5,6,7,11,12)', 'horsecountry IN (1,2)', 'catruns NOT BETWEEN 5 and 7', 'd2jockeys_claim IN (0)', 'careerruns>0', 'tonguetie = 0', 'jockeys_claim IN (7,8,10)'}), 'none')"
noggin3,62,4YO STR 1runsTR 2plusCAREER,TEST PASSED LEGALLY1 AND horse_age = 4 AND careerruns  BETWEEN 2 and 100 AND trainerhorseruns = 1 AND trackdirection  IN (3) AND dateyears >=2003,,none,-16.04,45.0,noggin3:62,"(frozenset({'trainerhorseruns = 1', 'TEST PASSED LEGALLY1', 'trackdirection IN (3)', 'careerruns BETWEEN 2 and 100', 'horse_age = 4'}), 'none')"
